number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.1516551904528865,2026-01-16 22:03:50.579477,2026-01-16 22:03:58.757309,0 days 00:00:08.177832,0.4464704583099741,16,5.6115164153345e-05,3,COMPLETE
1,0.15511145435195028,2026-01-16 22:03:58.772291,2026-01-16 22:04:07.071926,0 days 00:00:08.299635,0.17336180394137352,32,0.00015930522616241006,3,COMPLETE
2,0.15430368184168594,2026-01-16 22:04:07.083373,2026-01-16 22:04:14.801437,0 days 00:00:07.718064,0.2465447373174767,64,4.059611610484306e-05,2,COMPLETE
3,0.11757854695539208,2026-01-16 22:04:14.812530,2026-01-16 22:04:24.030412,0 days 00:00:09.217882,0.16820964947491662,128,8.168455894760161e-05,3,COMPLETE
4,0.15638402183770106,2026-01-16 22:04:24.043172,2026-01-16 22:04:32.359626,0 days 00:00:08.316454,0.27606099749584057,16,1.3492834268013232e-05,3,COMPLETE
5,0.16309943738492505,2026-01-16 22:04:32.370668,2026-01-16 22:04:40.169120,0 days 00:00:07.798452,0.3080272084711243,32,1.7541893487450798e-05,2,COMPLETE
6,0.15180240203485182,2026-01-16 22:04:40.180282,2026-01-16 22:04:47.599931,0 days 00:00:07.419649,,16,0.00012399967836846095,1,COMPLETE
7,0.1246024081154192,2026-01-16 22:04:47.611686,2026-01-16 22:04:55.146421,0 days 00:00:07.534735,,96,0.0006978281265126031,1,COMPLETE
8,0.1423033919826511,2026-01-16 22:04:55.157246,2026-01-16 22:05:02.985237,0 days 00:00:07.827991,0.4947547746402069,96,0.00045443839603360173,2,COMPLETE
9,0.1345391865589231,2026-01-16 22:05:02.996394,2026-01-16 22:05:10.517806,0 days 00:00:07.521412,,32,0.0003503398491158688,1,COMPLETE
10,0.1578964377638347,2026-01-16 22:05:10.530772,2026-01-16 22:05:19.584704,0 days 00:00:09.053932,0.10718475024592788,128,4.194601131160366e-05,3,COMPLETE
11,0.22497623192292948,2026-01-16 22:05:19.595382,2026-01-16 22:05:27.347128,0 days 00:00:07.751746,,128,0.0007438443035855722,1,COMPLETE
12,0.14702040768472857,2026-01-16 22:05:27.358717,2026-01-16 22:05:34.819677,0 days 00:00:07.460960,,96,0.0002232417635584224,1,COMPLETE
13,0.15739052229381104,2026-01-16 22:05:34.833020,2026-01-16 22:05:42.766791,0 days 00:00:07.933771,0.17246683467973678,96,0.0009654306263710944,2,COMPLETE
14,0.1873203859693373,2026-01-16 22:05:42.778695,2026-01-16 22:05:51.175311,0 days 00:00:08.396616,0.3585899339411243,128,8.819176073569919e-05,2,COMPLETE
15,0.13552022555214677,2026-01-16 22:05:51.186420,2026-01-16 22:05:59.391943,0 days 00:00:08.205523,0.10552603860284976,64,0.00026668240404612546,3,COMPLETE
